date,platform,followers,new_followers,lost_followers,net_growth,follower_growth_rate,source_type
2024-06-04,X/Twitter,218114,133,74,59,0.000271,Modeled from Kaggle follower count and post engagement
2024-06-05,X/Twitter,218101,64,77,-13,-0.000060,Modeled from Kaggle follower count and post engagement
2024-06-06,X/Twitter,218236,210,75,135,0.000619,Modeled from Kaggle follower count and post engagement
2024-06-07,X/Twitter,218355,200,81,119,0.000545,Modeled from Kaggle follower count and post engagement
2024-06-08,X/Twitter,218475,197,77,120,0.000550,Modeled from Kaggle follower count and post engagement
2024-06-09,X/Twitter,218604,207,78,129,0.000590,Modeled from Kaggle follower count and post engagement
2024-06-10,X/Twitter,218797,266,73,193,0.000883,Modeled from Kaggle follower count and post engagement
2024-06-11,X/Twitter,218967,250,80,170,0.000777,Modeled from Kaggle follower count and post engagement
2024-06-12,X/Twitter,219106,218,79,139,0.000635,Modeled from Kaggle follower count and post engagement
2024-06-13,X/Twitter,219159,128,75,53,0.000242,Modeled from Kaggle follower count and post engagement
2024-06-14,X/Twitter,219386,296,69,227,0.001036,Modeled from Kaggle follower count and post engagement
2024-06-15,X/Twitter,219530,219,75,144,0.000656,Modeled from Kaggle follower count and post engagement
2024-06-16,X/Twitter,219713,257,74,183,0.000834,Modeled from Kaggle follower count and post engagement
2024-06-17,X/Twitter,219751,117,79,38,0.000173,Modeled from Kaggle follower count and post engagement
2024-06-18,X/Twitter,219861,189,79,110,0.000501,Modeled from Kaggle follower count and post engagement
2024-06-19,X/Twitter,220094,305,72,233,0.001060,Modeled from Kaggle follower count and post engagement
2024-06-20,X/Twitter,220179,156,71,85,0.000386,Modeled from Kaggle follower count and post engagement
2024-06-21,X/Twitter,220407,305,77,228,0.001036,Modeled from Kaggle follower count and post engagement
2024-06-22,X/Twitter,220640,311,78,233,0.001057,Modeled from Kaggle follower count and post engagement
2024-06-23,X/Twitter,220764,207,83,124,0.000562,Modeled from Kaggle follower count and post engagement
2024-06-24,X/Twitter,220962,277,79,198,0.000897,Modeled from Kaggle follower count and post engagement
2024-06-25,X/Twitter,221033,148,77,71,0.000321,Modeled from Kaggle follower count and post engagement
2024-06-26,X/Twitter,221199,251,85,166,0.000751,Modeled from Kaggle follower count and post engagement
2024-06-27,X/Twitter,221346,217,70,147,0.000665,Modeled from Kaggle follower count and post engagement
2024-06-28,X/Twitter,221527,261,80,181,0.000818,Modeled from Kaggle follower count and post engagement
2024-06-29,X/Twitter,221642,198,83,115,0.000519,Modeled from Kaggle follower count and post engagement
2024-06-30,X/Twitter,221770,207,79,128,0.000578,Modeled from Kaggle follower count and post engagement
2024-07-01,X/Twitter,221850,154,74,80,0.000361,Modeled from Kaggle follower count and post engagement
2024-07-02,X/Twitter,222026,256,80,176,0.000793,Modeled from Kaggle follower count and post engagement
2024-07-03,X/Twitter,222133,184,77,107,0.000482,Modeled from Kaggle follower count and post engagement
2024-07-04,X/Twitter,222160,108,81,27,0.000122,Modeled from Kaggle follower count and post engagement
2024-07-05,X/Twitter,222190,106,76,30,0.000135,Modeled from Kaggle follower count and post engagement
2024-07-06,X/Twitter,222309,199,80,119,0.000536,Modeled from Kaggle follower count and post engagement
2024-07-07,X/Twitter,222548,306,67,239,0.001075,Modeled from Kaggle follower count and post engagement
2024-07-08,X/Twitter,222714,248,82,166,0.000746,Modeled from Kaggle follower count and post engagement
2024-07-09,X/Twitter,222840,205,79,126,0.000566,Modeled from Kaggle follower count and post engagement
2024-07-10,X/Twitter,223015,252,77,175,0.000785,Modeled from Kaggle follower count and post engagement
2024-07-11,X/Twitter,223191,248,72,176,0.000789,Modeled from Kaggle follower count and post engagement
2024-07-12,X/Twitter,223291,183,83,100,0.000448,Modeled from Kaggle follower count and post engagement
2024-07-13,X/Twitter,223379,170,82,88,0.000394,Modeled from Kaggle follower count and post engagement
2024-07-14,X/Twitter,223456,147,70,77,0.000345,Modeled from Kaggle follower count and post engagement
2024-07-15,X/Twitter,223694,313,75,238,0.001065,Modeled from Kaggle follower count and post engagement
2024-07-16,X/Twitter,223806,184,72,112,0.000501,Modeled from Kaggle follower count and post engagement
2024-07-17,X/Twitter,224077,349,78,271,0.001211,Modeled from Kaggle follower count and post engagement
2024-07-18,X/Twitter,224165,159,71,88,0.000393,Modeled from Kaggle follower count and post engagement
2024-07-19,X/Twitter,224350,265,80,185,0.000825,Modeled from Kaggle follower count and post engagement
2024-07-20,X/Twitter,224396,126,80,46,0.000205,Modeled from Kaggle follower count and post engagement
2024-07-21,X/Twitter,224657,340,79,261,0.001163,Modeled from Kaggle follower count and post engagement
2024-07-22,X/Twitter,224741,158,74,84,0.000374,Modeled from Kaggle follower count and post engagement
2024-07-23,X/Twitter,224929,269,81,188,0.000837,Modeled from Kaggle follower count and post engagement
2024-07-24,X/Twitter,224983,132,78,54,0.000240,Modeled from Kaggle follower count and post engagement
2024-07-25,X/Twitter,225175,268,76,192,0.000853,Modeled from Kaggle follower count and post engagement
2024-07-26,X/Twitter,225436,340,79,261,0.001159,Modeled from Kaggle follower count and post engagement
2024-07-27,X/Twitter,225490,131,77,54,0.000240,Modeled from Kaggle follower count and post engagement
2024-07-28,X/Twitter,225647,233,76,157,0.000696,Modeled from Kaggle follower count and post engagement
2024-07-29,X/Twitter,225879,310,78,232,0.001028,Modeled from Kaggle follower count and post engagement
2024-07-30,X/Twitter,225985,179,73,106,0.000469,Modeled from Kaggle follower count and post engagement
2024-07-31,X/Twitter,226174,268,79,189,0.000836,Modeled from Kaggle follower count and post engagement
2024-08-01,X/Twitter,226360,266,80,186,0.000822,Modeled from Kaggle follower count and post engagement
2024-08-02,X/Twitter,226626,346,80,266,0.001175,Modeled from Kaggle follower count and post engagement
2024-08-03,X/Twitter,226747,195,74,121,0.000534,Modeled from Kaggle follower count and post engagement
2024-08-04,X/Twitter,226948,284,83,201,0.000886,Modeled from Kaggle follower count and post engagement
2024-08-05,X/Twitter,227287,420,81,339,0.001494,Modeled from Kaggle follower count and post engagement
2024-08-06,X/Twitter,227489,281,79,202,0.000889,Modeled from Kaggle follower count and post engagement
2024-08-07,X/Twitter,227548,132,73,59,0.000259,Modeled from Kaggle follower count and post engagement
2024-08-08,X/Twitter,227874,402,76,326,0.001433,Modeled from Kaggle follower count and post engagement
2024-08-09,X/Twitter,228004,213,83,130,0.000570,Modeled from Kaggle follower count and post engagement
2024-08-10,X/Twitter,228128,204,80,124,0.000544,Modeled from Kaggle follower count and post engagement
2024-08-11,X/Twitter,228349,301,80,221,0.000969,Modeled from Kaggle follower count and post engagement
2024-08-12,X/Twitter,228580,315,84,231,0.001012,Modeled from Kaggle follower count and post engagement
2024-08-13,X/Twitter,228732,227,75,152,0.000665,Modeled from Kaggle follower count and post engagement
2024-08-14,X/Twitter,228939,284,77,207,0.000905,Modeled from Kaggle follower count and post engagement
2024-08-15,X/Twitter,229017,161,83,78,0.000341,Modeled from Kaggle follower count and post engagement
2024-08-16,X/Twitter,229092,153,78,75,0.000327,Modeled from Kaggle follower count and post engagement
2024-08-17,X/Twitter,229362,348,78,270,0.001179,Modeled from Kaggle follower count and post engagement
2024-08-18,X/Twitter,229547,271,86,185,0.000807,Modeled from Kaggle follower count and post engagement
2024-08-19,X/Twitter,229695,224,76,148,0.000645,Modeled from Kaggle follower count and post engagement
2024-08-20,X/Twitter,229916,293,72,221,0.000962,Modeled from Kaggle follower count and post engagement
2024-08-21,X/Twitter,230173,345,88,257,0.001118,Modeled from Kaggle follower count and post engagement
2024-08-22,X/Twitter,230301,211,83,128,0.000556,Modeled from Kaggle follower count and post engagement
2024-08-23,X/Twitter,230459,241,83,158,0.000686,Modeled from Kaggle follower count and post engagement
2024-08-24,X/Twitter,230532,159,86,73,0.000317,Modeled from Kaggle follower count and post engagement
2024-08-25,X/Twitter,230667,215,80,135,0.000586,Modeled from Kaggle follower count and post engagement
2024-08-26,X/Twitter,230794,208,81,127,0.000551,Modeled from Kaggle follower count and post engagement
2024-08-27,X/Twitter,230950,230,74,156,0.000676,Modeled from Kaggle follower count and post engagement
2024-08-28,X/Twitter,231209,344,85,259,0.001121,Modeled from Kaggle follower count and post engagement
2024-08-29,X/Twitter,231338,213,84,129,0.000558,Modeled from Kaggle follower count and post engagement
2024-08-30,X/Twitter,231510,251,79,172,0.000744,Modeled from Kaggle follower count and post engagement
2024-08-31,X/Twitter,231777,348,81,267,0.001153,Modeled from Kaggle follower count and post engagement
2024-09-01,X/Twitter,231900,205,82,123,0.000531,Modeled from Kaggle follower count and post engagement
2024-09-02,X/Twitter,232023,203,80,123,0.000530,Modeled from Kaggle follower count and post engagement
2024-09-03,X/Twitter,232209,262,76,186,0.000802,Modeled from Kaggle follower count and post engagement
2024-09-04,X/Twitter,232354,223,78,145,0.000624,Modeled from Kaggle follower count and post engagement
2024-09-05,X/Twitter,232423,148,79,69,0.000297,Modeled from Kaggle follower count and post engagement
2024-09-06,X/Twitter,232554,211,80,131,0.000564,Modeled from Kaggle follower count and post engagement
2024-09-07,X/Twitter,232677,199,76,123,0.000529,Modeled from Kaggle follower count and post engagement
2024-09-08,X/Twitter,232787,189,79,110,0.000473,Modeled from Kaggle follower count and post engagement
2024-09-09,X/Twitter,233000,288,75,213,0.000915,Modeled from Kaggle follower count and post engagement
2024-09-10,X/Twitter,233216,297,81,216,0.000927,Modeled from Kaggle follower count and post engagement
2024-09-11,X/Twitter,233407,278,87,191,0.000819,Modeled from Kaggle follower count and post engagement
2024-09-12,X/Twitter,233578,254,83,171,0.000733,Modeled from Kaggle follower count and post engagement
2024-09-13,X/Twitter,233803,306,81,225,0.000963,Modeled from Kaggle follower count and post engagement
2024-09-14,X/Twitter,233877,160,86,74,0.000317,Modeled from Kaggle follower count and post engagement
2024-09-15,X/Twitter,233960,158,75,83,0.000355,Modeled from Kaggle follower count and post engagement
2024-09-16,X/Twitter,234055,176,81,95,0.000406,Modeled from Kaggle follower count and post engagement
2024-09-17,X/Twitter,234185,218,88,130,0.000555,Modeled from Kaggle follower count and post engagement
2024-09-18,X/Twitter,234361,251,75,176,0.000752,Modeled from Kaggle follower count and post engagement
2024-09-19,X/Twitter,234513,236,84,152,0.000649,Modeled from Kaggle follower count and post engagement
2024-09-20,X/Twitter,234685,250,78,172,0.000733,Modeled from Kaggle follower count and post engagement
2024-09-21,X/Twitter,234890,283,78,205,0.000874,Modeled from Kaggle follower count and post engagement
2024-09-22,X/Twitter,234941,125,74,51,0.000217,Modeled from Kaggle follower count and post engagement
2024-09-23,X/Twitter,235284,423,80,343,0.001460,Modeled from Kaggle follower count and post engagement
2024-09-24,X/Twitter,235282,78,80,-2,-0.000009,Modeled from Kaggle follower count and post engagement
2024-09-25,X/Twitter,235417,221,86,135,0.000574,Modeled from Kaggle follower count and post engagement
2024-09-26,X/Twitter,235658,328,87,241,0.001024,Modeled from Kaggle follower count and post engagement
2024-09-27,X/Twitter,235763,181,76,105,0.000446,Modeled from Kaggle follower count and post engagement
2024-09-28,X/Twitter,236024,345,84,261,0.001107,Modeled from Kaggle follower count and post engagement
2024-09-29,X/Twitter,236279,336,81,255,0.001080,Modeled from Kaggle follower count and post engagement
2024-09-30,X/Twitter,236332,136,83,53,0.000224,Modeled from Kaggle follower count and post engagement
2024-10-01,X/Twitter,236514,268,86,182,0.000770,Modeled from Kaggle follower count and post engagement
2024-10-02,X/Twitter,236581,146,79,67,0.000283,Modeled from Kaggle follower count and post engagement
2024-10-03,X/Twitter,236704,205,82,123,0.000520,Modeled from Kaggle follower count and post engagement
2024-10-04,X/Twitter,236750,125,79,46,0.000194,Modeled from Kaggle follower count and post engagement
2024-10-05,X/Twitter,236867,197,80,117,0.000494,Modeled from Kaggle follower count and post engagement
2024-10-06,X/Twitter,237058,270,79,191,0.000806,Modeled from Kaggle follower count and post engagement
2024-10-07,X/Twitter,237289,304,73,231,0.000974,Modeled from Kaggle follower count and post engagement
2024-10-08,X/Twitter,237475,272,86,186,0.000784,Modeled from Kaggle follower count and post engagement
2024-10-09,X/Twitter,237631,239,83,156,0.000657,Modeled from Kaggle follower count and post engagement
2024-10-10,X/Twitter,237686,139,84,55,0.000231,Modeled from Kaggle follower count and post engagement
2024-10-11,X/Twitter,237753,151,84,67,0.000282,Modeled from Kaggle follower count and post engagement
2024-10-12,X/Twitter,237809,135,79,56,0.000236,Modeled from Kaggle follower count and post engagement
2024-10-13,X/Twitter,237866,139,82,57,0.000240,Modeled from Kaggle follower count and post engagement
2024-10-14,X/Twitter,238027,250,89,161,0.000677,Modeled from Kaggle follower count and post engagement
2024-10-15,X/Twitter,238081,134,80,54,0.000227,Modeled from Kaggle follower count and post engagement
2024-10-16,X/Twitter,238169,176,88,88,0.000370,Modeled from Kaggle follower count and post engagement
2024-10-17,X/Twitter,238476,386,79,307,0.001289,Modeled from Kaggle follower count and post engagement
2024-10-18,X/Twitter,238680,293,89,204,0.000855,Modeled from Kaggle follower count and post engagement
2024-10-19,X/Twitter,238841,244,83,161,0.000675,Modeled from Kaggle follower count and post engagement
2024-10-20,X/Twitter,238954,204,91,113,0.000473,Modeled from Kaggle follower count and post engagement
2024-10-21,X/Twitter,239020,152,86,66,0.000276,Modeled from Kaggle follower count and post engagement
2024-10-22,X/Twitter,239280,343,83,260,0.001088,Modeled from Kaggle follower count and post engagement
2024-10-23,X/Twitter,239385,185,80,105,0.000439,Modeled from Kaggle follower count and post engagement
2024-10-24,X/Twitter,239578,273,80,193,0.000806,Modeled from Kaggle follower count and post engagement
2024-10-25,X/Twitter,239861,361,78,283,0.001181,Modeled from Kaggle follower count and post engagement
2024-10-26,X/Twitter,239884,110,87,23,0.000096,Modeled from Kaggle follower count and post engagement
2024-10-27,X/Twitter,240102,306,88,218,0.000909,Modeled from Kaggle follower count and post engagement
2024-10-28,X/Twitter,240176,157,83,74,0.000308,Modeled from Kaggle follower count and post engagement
2024-10-29,X/Twitter,240444,342,74,268,0.001116,Modeled from Kaggle follower count and post engagement
2024-10-30,X/Twitter,240560,200,84,116,0.000482,Modeled from Kaggle follower count and post engagement
2024-10-31,X/Twitter,240778,306,88,218,0.000906,Modeled from Kaggle follower count and post engagement
2024-11-01,X/Twitter,241053,359,84,275,0.001142,Modeled from Kaggle follower count and post engagement
2024-11-02,X/Twitter,241186,220,87,133,0.000552,Modeled from Kaggle follower count and post engagement
2024-11-03,X/Twitter,241285,180,81,99,0.000410,Modeled from Kaggle follower count and post engagement
2024-11-04,X/Twitter,241531,329,83,246,0.001020,Modeled from Kaggle follower count and post engagement
2024-11-05,X/Twitter,241694,242,79,163,0.000675,Modeled from Kaggle follower count and post engagement
2024-11-06,X/Twitter,241840,220,74,146,0.000604,Modeled from Kaggle follower count and post engagement
2024-11-07,X/Twitter,241932,175,83,92,0.000380,Modeled from Kaggle follower count and post engagement
2024-11-08,X/Twitter,242117,265,80,185,0.000765,Modeled from Kaggle follower count and post engagement
2024-11-09,X/Twitter,242275,240,82,158,0.000653,Modeled from Kaggle follower count and post engagement
2024-11-10,X/Twitter,242453,258,80,178,0.000735,Modeled from Kaggle follower count and post engagement
2024-11-11,X/Twitter,242714,346,85,261,0.001076,Modeled from Kaggle follower count and post engagement
2024-11-12,X/Twitter,242927,297,84,213,0.000878,Modeled from Kaggle follower count and post engagement
2024-11-13,X/Twitter,243056,213,84,129,0.000531,Modeled from Kaggle follower count and post engagement
2024-11-14,X/Twitter,243152,181,85,96,0.000395,Modeled from Kaggle follower count and post engagement
2024-11-15,X/Twitter,243321,256,87,169,0.000695,Modeled from Kaggle follower count and post engagement
2024-11-16,X/Twitter,243472,233,82,151,0.000621,Modeled from Kaggle follower count and post engagement
2024-11-17,X/Twitter,243759,377,90,287,0.001179,Modeled from Kaggle follower count and post engagement
2024-11-18,X/Twitter,243838,158,79,79,0.000324,Modeled from Kaggle follower count and post engagement
2024-11-19,X/Twitter,243956,202,84,118,0.000484,Modeled from Kaggle follower count and post engagement
2024-11-20,X/Twitter,244162,292,86,206,0.000844,Modeled from Kaggle follower count and post engagement
2024-11-21,X/Twitter,244215,141,88,53,0.000217,Modeled from Kaggle follower count and post engagement
2024-11-22,X/Twitter,244400,271,86,185,0.000758,Modeled from Kaggle follower count and post engagement
2024-11-23,X/Twitter,244482,165,83,82,0.000336,Modeled from Kaggle follower count and post engagement
2024-11-24,X/Twitter,244656,256,82,174,0.000712,Modeled from Kaggle follower count and post engagement
2024-11-25,X/Twitter,244760,187,83,104,0.000425,Modeled from Kaggle follower count and post engagement
2024-11-26,X/Twitter,245009,334,85,249,0.001017,Modeled from Kaggle follower count and post engagement
2024-11-27,X/Twitter,245312,399,96,303,0.001237,Modeled from Kaggle follower count and post engagement
2024-11-28,X/Twitter,245483,254,83,171,0.000697,Modeled from Kaggle follower count and post engagement
2024-11-29,X/Twitter,245702,309,90,219,0.000892,Modeled from Kaggle follower count and post engagement
2024-11-30,X/Twitter,245927,315,90,225,0.000916,Modeled from Kaggle follower count and post engagement
2024-12-01,X/Twitter,246161,320,86,234,0.000952,Modeled from Kaggle follower count and post engagement
2024-12-02,X/Twitter,246317,248,92,156,0.000634,Modeled from Kaggle follower count and post engagement
2024-12-03,X/Twitter,246415,180,82,98,0.000398,Modeled from Kaggle follower count and post engagement
2024-12-04,X/Twitter,246631,303,87,216,0.000877,Modeled from Kaggle follower count and post engagement
2024-12-05,X/Twitter,246820,270,81,189,0.000766,Modeled from Kaggle follower count and post engagement
2024-12-06,X/Twitter,247061,328,87,241,0.000976,Modeled from Kaggle follower count and post engagement
2024-12-07,X/Twitter,247187,205,79,126,0.000510,Modeled from Kaggle follower count and post engagement
2024-12-08,X/Twitter,247313,212,86,126,0.000510,Modeled from Kaggle follower count and post engagement
2024-12-09,X/Twitter,247650,418,81,337,0.001363,Modeled from Kaggle follower count and post engagement
2024-12-10,X/Twitter,247797,234,87,147,0.000594,Modeled from Kaggle follower count and post engagement
2024-12-11,X/Twitter,248065,352,84,268,0.001082,Modeled from Kaggle follower count and post engagement
2024-12-12,X/Twitter,248282,308,91,217,0.000875,Modeled from Kaggle follower count and post engagement
2024-12-13,X/Twitter,248581,376,77,299,0.001204,Modeled from Kaggle follower count and post engagement
2024-12-14,X/Twitter,248810,308,79,229,0.000921,Modeled from Kaggle follower count and post engagement
2024-12-15,X/Twitter,249008,283,85,198,0.000796,Modeled from Kaggle follower count and post engagement
2024-12-16,X/Twitter,249200,274,82,192,0.000771,Modeled from Kaggle follower count and post engagement
2024-12-17,X/Twitter,249338,222,84,138,0.000554,Modeled from Kaggle follower count and post engagement
2024-12-18,X/Twitter,249475,220,83,137,0.000549,Modeled from Kaggle follower count and post engagement
2024-12-19,X/Twitter,249595,207,87,120,0.000481,Modeled from Kaggle follower count and post engagement
2024-12-20,X/Twitter,249700,195,90,105,0.000421,Modeled from Kaggle follower count and post engagement
2024-12-21,X/Twitter,249825,211,86,125,0.000501,Modeled from Kaggle follower count and post engagement
2024-12-22,X/Twitter,249987,250,88,162,0.000648,Modeled from Kaggle follower count and post engagement
2024-12-23,X/Twitter,250103,201,85,116,0.000464,Modeled from Kaggle follower count and post engagement
2024-12-24,X/Twitter,250310,296,89,207,0.000828,Modeled from Kaggle follower count and post engagement
2024-12-25,X/Twitter,250323,98,85,13,0.000052,Modeled from Kaggle follower count and post engagement
2024-12-26,X/Twitter,250578,341,86,255,0.001019,Modeled from Kaggle follower count and post engagement
2024-12-27,X/Twitter,250725,231,84,147,0.000587,Modeled from Kaggle follower count and post engagement
2024-12-28,X/Twitter,250972,334,87,247,0.000985,Modeled from Kaggle follower count and post engagement
2024-12-29,X/Twitter,251175,292,89,203,0.000809,Modeled from Kaggle follower count and post engagement
2024-12-30,X/Twitter,251327,245,93,152,0.000605,Modeled from Kaggle follower count and post engagement
2024-12-31,X/Twitter,251423,187,91,96,0.000382,Modeled from Kaggle follower count and post engagement
2025-01-01,X/Twitter,251536,203,90,113,0.000449,Modeled from Kaggle follower count and post engagement
2025-01-02,X/Twitter,251695,250,91,159,0.000632,Modeled from Kaggle follower count and post engagement
2025-01-03,X/Twitter,251865,254,84,170,0.000675,Modeled from Kaggle follower count and post engagement
2025-01-04,X/Twitter,251947,172,90,82,0.000326,Modeled from Kaggle follower count and post engagement
2025-01-05,X/Twitter,252020,157,84,73,0.000290,Modeled from Kaggle follower count and post engagement
2025-01-06,X/Twitter,252245,305,80,225,0.000893,Modeled from Kaggle follower count and post engagement
2025-01-07,X/Twitter,252306,149,88,61,0.000242,Modeled from Kaggle follower count and post engagement
2025-01-08,X/Twitter,252507,290,89,201,0.000797,Modeled from Kaggle follower count and post engagement
2025-01-09,X/Twitter,252571,158,94,64,0.000253,Modeled from Kaggle follower count and post engagement
2025-01-10,X/Twitter,252732,250,89,161,0.000637,Modeled from Kaggle follower count and post engagement
2025-01-11,X/Twitter,252953,312,91,221,0.000874,Modeled from Kaggle follower count and post engagement
2025-01-12,X/Twitter,253081,214,86,128,0.000506,Modeled from Kaggle follower count and post engagement
2025-01-13,X/Twitter,253196,204,89,115,0.000454,Modeled from Kaggle follower count and post engagement
2025-01-14,X/Twitter,253397,290,89,201,0.000794,Modeled from Kaggle follower count and post engagement
2025-01-15,X/Twitter,253443,135,89,46,0.000182,Modeled from Kaggle follower count and post engagement
2025-01-16,X/Twitter,253555,195,83,112,0.000442,Modeled from Kaggle follower count and post engagement
2025-01-17,X/Twitter,253725,257,87,170,0.000670,Modeled from Kaggle follower count and post engagement
2025-01-18,X/Twitter,253920,278,83,195,0.000769,Modeled from Kaggle follower count and post engagement
2025-01-19,X/Twitter,254110,279,89,190,0.000748,Modeled from Kaggle follower count and post engagement
2025-01-20,X/Twitter,254257,226,79,147,0.000578,Modeled from Kaggle follower count and post engagement
2025-01-21,X/Twitter,254414,243,86,157,0.000617,Modeled from Kaggle follower count and post engagement
2025-01-22,X/Twitter,254581,255,88,167,0.000656,Modeled from Kaggle follower count and post engagement
2025-01-23,X/Twitter,254596,112,97,15,0.000059,Modeled from Kaggle follower count and post engagement
2025-01-24,X/Twitter,254828,316,84,232,0.000911,Modeled from Kaggle follower count and post engagement
2025-01-25,X/Twitter,255018,274,84,190,0.000746,Modeled from Kaggle follower count and post engagement
2025-01-26,X/Twitter,255208,279,89,190,0.000745,Modeled from Kaggle follower count and post engagement
2025-01-27,X/Twitter,255361,242,89,153,0.000600,Modeled from Kaggle follower count and post engagement
2025-01-28,X/Twitter,255520,258,99,159,0.000623,Modeled from Kaggle follower count and post engagement
2025-01-29,X/Twitter,255788,355,87,268,0.001049,Modeled from Kaggle follower count and post engagement
2025-01-30,X/Twitter,255950,250,88,162,0.000633,Modeled from Kaggle follower count and post engagement
2025-01-31,X/Twitter,256117,251,84,167,0.000652,Modeled from Kaggle follower count and post engagement
2025-02-01,X/Twitter,256397,364,84,280,0.001093,Modeled from Kaggle follower count and post engagement
2025-02-02,X/Twitter,256476,167,88,79,0.000308,Modeled from Kaggle follower count and post engagement
2025-02-03,X/Twitter,256660,280,96,184,0.000717,Modeled from Kaggle follower count and post engagement
2025-02-04,X/Twitter,256897,326,89,237,0.000923,Modeled from Kaggle follower count and post engagement
2025-02-05,X/Twitter,257140,333,90,243,0.000946,Modeled from Kaggle follower count and post engagement
2025-02-06,X/Twitter,257326,278,92,186,0.000723,Modeled from Kaggle follower count and post engagement
2025-02-07,X/Twitter,257437,198,87,111,0.000431,Modeled from Kaggle follower count and post engagement
2025-02-08,X/Twitter,257519,169,87,82,0.000319,Modeled from Kaggle follower count and post engagement
2025-02-09,X/Twitter,257670,237,86,151,0.000586,Modeled from Kaggle follower count and post engagement
2025-02-10,X/Twitter,257791,214,93,121,0.000470,Modeled from Kaggle follower count and post engagement
2025-02-11,X/Twitter,257954,259,96,163,0.000632,Modeled from Kaggle follower count and post engagement
2025-02-12,X/Twitter,257987,130,97,33,0.000128,Modeled from Kaggle follower count and post engagement
2025-02-13,X/Twitter,258030,129,86,43,0.000167,Modeled from Kaggle follower count and post engagement
2025-02-14,X/Twitter,258235,301,96,205,0.000794,Modeled from Kaggle follower count and post engagement
2025-02-15,X/Twitter,258424,282,93,189,0.000732,Modeled from Kaggle follower count and post engagement
2025-02-16,X/Twitter,258586,255,93,162,0.000627,Modeled from Kaggle follower count and post engagement
2025-02-17,X/Twitter,258767,273,92,181,0.000700,Modeled from Kaggle follower count and post engagement
2025-02-18,X/Twitter,258900,229,96,133,0.000514,Modeled from Kaggle follower count and post engagement
2025-02-19,X/Twitter,259003,188,85,103,0.000398,Modeled from Kaggle follower count and post engagement
2025-02-20,X/Twitter,259128,211,86,125,0.000483,Modeled from Kaggle follower count and post engagement
2025-02-21,X/Twitter,259271,228,85,143,0.000552,Modeled from Kaggle follower count and post engagement
2025-02-22,X/Twitter,259432,255,94,161,0.000621,Modeled from Kaggle follower count and post engagement
2025-02-23,X/Twitter,259629,280,83,197,0.000759,Modeled from Kaggle follower count and post engagement
2025-02-24,X/Twitter,259835,295,89,206,0.000793,Modeled from Kaggle follower count and post engagement
2025-02-25,X/Twitter,259932,188,91,97,0.000373,Modeled from Kaggle follower count and post engagement
2025-02-26,X/Twitter,260013,167,86,81,0.000312,Modeled from Kaggle follower count and post engagement
2025-02-27,X/Twitter,260209,286,90,196,0.000754,Modeled from Kaggle follower count and post engagement
2025-02-28,X/Twitter,260314,198,93,105,0.000404,Modeled from Kaggle follower count and post engagement
2025-03-01,X/Twitter,260504,281,91,190,0.000730,Modeled from Kaggle follower count and post engagement
2025-03-02,X/Twitter,260563,153,94,59,0.000226,Modeled from Kaggle follower count and post engagement
2025-03-03,X/Twitter,260666,195,92,103,0.000395,Modeled from Kaggle follower count and post engagement
2025-03-04,X/Twitter,260753,176,89,87,0.000334,Modeled from Kaggle follower count and post engagement
2025-03-05,X/Twitter,260908,242,87,155,0.000594,Modeled from Kaggle follower count and post engagement
2025-03-06,X/Twitter,261117,295,86,209,0.000801,Modeled from Kaggle follower count and post engagement
2025-03-07,X/Twitter,261256,241,102,139,0.000532,Modeled from Kaggle follower count and post engagement
2025-03-08,X/Twitter,261425,257,88,169,0.000647,Modeled from Kaggle follower count and post engagement
2025-03-09,X/Twitter,261572,239,92,147,0.000562,Modeled from Kaggle follower count and post engagement
2025-03-10,X/Twitter,261698,212,86,126,0.000482,Modeled from Kaggle follower count and post engagement
2025-03-11,X/Twitter,261800,194,92,102,0.000390,Modeled from Kaggle follower count and post engagement
2025-03-12,X/Twitter,261954,249,95,154,0.000588,Modeled from Kaggle follower count and post engagement
2025-03-13,X/Twitter,262028,169,95,74,0.000282,Modeled from Kaggle follower count and post engagement
2025-03-14,X/Twitter,262069,132,91,41,0.000156,Modeled from Kaggle follower count and post engagement
2025-03-15,X/Twitter,262163,192,98,94,0.000359,Modeled from Kaggle follower count and post engagement
2025-03-16,X/Twitter,262325,253,91,162,0.000618,Modeled from Kaggle follower count and post engagement
2025-03-17,X/Twitter,262492,264,97,167,0.000637,Modeled from Kaggle follower count and post engagement
2025-03-18,X/Twitter,262655,251,88,163,0.000621,Modeled from Kaggle follower count and post engagement
2025-03-19,X/Twitter,262907,347,95,252,0.000959,Modeled from Kaggle follower count and post engagement
2025-03-20,X/Twitter,263082,265,90,175,0.000666,Modeled from Kaggle follower count and post engagement
2025-03-21,X/Twitter,263253,269,98,171,0.000650,Modeled from Kaggle follower count and post engagement
2025-03-22,X/Twitter,263420,265,98,167,0.000634,Modeled from Kaggle follower count and post engagement
2025-03-23,X/Twitter,263680,354,94,260,0.000987,Modeled from Kaggle follower count and post engagement
2025-03-24,X/Twitter,263904,318,94,224,0.000850,Modeled from Kaggle follower count and post engagement
2025-03-25,X/Twitter,264040,221,85,136,0.000515,Modeled from Kaggle follower count and post engagement
2025-03-26,X/Twitter,264213,269,96,173,0.000655,Modeled from Kaggle follower count and post engagement
2025-03-27,X/Twitter,264413,294,94,200,0.000757,Modeled from Kaggle follower count and post engagement
