post_id,source_dataset,original_post_id,platform,post_datetime,post_date,post_hour,weekday_name,posting_time_bucket,campaign_id,campaign_name,campaign_type,content_type,content_category,sentiment,influencer_tier,hashtag_count,content_length,has_media,is_verified,impressions,reach,likes,comments,shares,saves,clicks,engagement_rate,ctr
KG-POST_04871,aviral342/social-media-engagement-dataset,POST_04871,X/Twitter,2025-08-18 01:42:00,2025-08-18,1,Monday,Late Night,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Tweet,Food,Positive,Macro,29,1353,TRUE,FALSE,35620,28959,3509,43,649,48,688,0.119287,0.019315
KG-POST_03171,aviral342/social-media-engagement-dataset,POST_03171,LinkedIn,2025-08-18 15:36:00,2025-08-18,15,Monday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Document,Technology,Positive,Micro,0,845,FALSE,FALSE,29426,21197,1321,76,492,130,640,0.068613,0.021749
KG-POST_02046,aviral342/social-media-engagement-dataset,POST_02046,LinkedIn,2025-08-18 18:25:00,2025-08-18,18,Monday,Evening,ORG-LINKEDIN,Organic / Always On,Organic,Post,Entertainment,Neutral,Nano,9,596,TRUE,TRUE,6921,4360,491,24,413,20,203,0.136974,0.029331
KG-POST_02357,aviral342/social-media-engagement-dataset,POST_02357,YouTube,2025-08-18 22:30:00,2025-08-18,22,Monday,Late Night,CMP-2025-YOUTUBE-09,2025 Back to School Offer,Paid,Live,Gaming,Positive,Macro,21,588,TRUE,FALSE,992543,614402,9873,62,1137,3737,22082,0.014920,0.022248
KG-POST_00761,aviral342/social-media-engagement-dataset,POST_00761,Instagram,2025-08-18 23:48:00,2025-08-18,23,Monday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Sports,Positive,Macro,22,868,TRUE,TRUE,13193,8999,8031,265,114,995,132,0.712878,0.010005
KG-POST_02445,aviral342/social-media-engagement-dataset,POST_02445,X/Twitter,2025-08-19 07:14:00,2025-08-19,7,Tuesday,Morning,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Thread,Health,Neutral,Micro,21,1734,TRUE,FALSE,37392,28920,2855,168,667,304,399,0.106814,0.010671
KG-POST_01912,aviral342/social-media-engagement-dataset,POST_01912,TikTok,2025-08-19 18:42:00,2025-08-19,18,Tuesday,Evening,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Duet,Fashion,Positive,Macro,26,100,FALSE,FALSE,212113,181400,18640,1810,4575,1211,3138,0.123689,0.014794
KG-POST_00685,aviral342/social-media-engagement-dataset,POST_00685,YouTube,2025-08-19 21:09:00,2025-08-19,21,Tuesday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Community Post,Education,Positive,Macro,25,1841,TRUE,FALSE,881520,664376,5104,921,32,1801,15110,0.008914,0.017141
KG-POST_02504,aviral342/social-media-engagement-dataset,POST_02504,YouTube,2025-08-19 21:33:00,2025-08-19,21,Tuesday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Live,Technology,Neutral,Macro,17,200,TRUE,FALSE,342016,228324,9899,909,616,2596,8700,0.040992,0.025437
KG-POST_03455,aviral342/social-media-engagement-dataset,POST_03455,YouTube,2025-08-19 21:41:00,2025-08-19,21,Tuesday,Evening,CMP-2025-YOUTUBE-09,2025 Back to School Offer,Paid,Short,Lifestyle,Positive,Macro,23,249,TRUE,FALSE,415556,302359,4914,465,148,2359,8650,0.018977,0.020815
KG-POST_00990,aviral342/social-media-engagement-dataset,POST_00990,TikTok,2025-08-19 23:36:00,2025-08-19,23,Tuesday,Late Night,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Stitch,Technology,Neutral,Macro,25,279,TRUE,FALSE,230648,167124,5415,1295,1325,1256,3548,0.040282,0.015383
KG-POST_03501,aviral342/social-media-engagement-dataset,POST_03501,X/Twitter,2025-08-20 00:33:00,2025-08-20,0,Wednesday,Late Night,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Tweet,Travel,Positive,Macro,29,1783,TRUE,TRUE,11988,10989,4099,282,887,200,208,0.456123,0.017351
KG-POST_03304,aviral342/social-media-engagement-dataset,POST_03304,X/Twitter,2025-08-20 00:48:00,2025-08-20,0,Wednesday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Lifestyle,Positive,Macro,17,925,TRUE,TRUE,59147,38301,1025,167,400,32,1164,0.027457,0.019680
KG-POST_03989,aviral342/social-media-engagement-dataset,POST_03989,X/Twitter,2025-08-20 01:29:00,2025-08-20,1,Wednesday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Lifestyle,Negative,Mid-tier,15,174,TRUE,TRUE,55285,47758,4852,165,930,283,741,0.112689,0.013403
KG-POST_04615,aviral342/social-media-engagement-dataset,POST_04615,Instagram,2025-08-20 03:46:00,2025-08-20,3,Wednesday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Technology,Positive,Macro,20,1917,TRUE,TRUE,28514,23244,9754,135,82,68,602,0.352073,0.021112
KG-POST_00468,aviral342/social-media-engagement-dataset,POST_00468,TikTok,2025-08-20 04:14:00,2025-08-20,4,Wednesday,Late Night,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Stitch,Business,Positive,Mid-tier,22,381,TRUE,TRUE,340732,204569,41576,627,1321,661,4914,0.129677,0.014422
KG-POST_00912,aviral342/social-media-engagement-dataset,POST_00912,X/Twitter,2025-08-20 09:50:00,2025-08-20,9,Wednesday,Morning,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Retweet,Travel,Negative,Macro,29,1975,TRUE,FALSE,84710,69917,1928,152,1745,493,861,0.050974,0.010164
KG-POST_00881,aviral342/social-media-engagement-dataset,POST_00881,Instagram,2025-08-20 11:03:00,2025-08-20,11,Wednesday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Fashion,Positive,Macro,5,1378,TRUE,FALSE,43223,39431,5133,202,48,766,480,0.142262,0.011105
KG-POST_01015,aviral342/social-media-engagement-dataset,POST_01015,LinkedIn,2025-08-20 15:05:00,2025-08-20,15,Wednesday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Article,Education,Neutral,Macro,23,309,TRUE,FALSE,8602,6761,546,95,443,50,207,0.131830,0.024064
KG-POST_00917,aviral342/social-media-engagement-dataset,POST_00917,X/Twitter,2025-08-20 15:10:00,2025-08-20,15,Wednesday,Afternoon,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Poll,Technology,Positive,Nano,17,685,TRUE,FALSE,27015,17069,1985,150,603,12,585,0.101795,0.021655
KG-POST_03130,aviral342/social-media-engagement-dataset,POST_03130,TikTok,2025-08-20 16:14:00,2025-08-20,16,Wednesday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Food,Positive,Micro,1,179,TRUE,FALSE,217151,169327,33089,746,3957,1437,2854,0.180653,0.013143
KG-POST_04951,aviral342/social-media-engagement-dataset,POST_04951,X/Twitter,2025-08-20 18:19:00,2025-08-20,18,Wednesday,Evening,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Thread,Business,Neutral,Macro,9,1859,TRUE,FALSE,1059,870,2374,77,1050,390,13,3.674221,0.012276
KG-POST_00132,aviral342/social-media-engagement-dataset,POST_00132,Instagram,2025-08-20 18:33:00,2025-08-20,18,Wednesday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Technology,Neutral,Macro,0,1259,TRUE,FALSE,7305,4758,4005,414,236,414,115,0.693908,0.015743
KG-POST_03979,aviral342/social-media-engagement-dataset,POST_03979,Instagram,2025-08-20 20:02:00,2025-08-20,20,Wednesday,Evening,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Carousel,Fitness,Neutral,Macro,10,1507,TRUE,FALSE,49902,33616,6911,36,75,459,519,0.149914,0.010400
KG-POST_01480,aviral342/social-media-engagement-dataset,POST_01480,X/Twitter,2025-08-21 03:09:00,2025-08-21,3,Thursday,Late Night,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Poll,Sports,Positive,Macro,10,1588,FALSE,FALSE,40305,35378,2084,224,1322,314,477,0.097854,0.011835
KG-POST_02029,aviral342/social-media-engagement-dataset,POST_02029,X/Twitter,2025-08-21 04:36:00,2025-08-21,4,Thursday,Late Night,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Thread,Lifestyle,Positive,Macro,29,974,TRUE,FALSE,15028,13053,3672,187,1707,496,226,0.403380,0.015039
KG-POST_02871,aviral342/social-media-engagement-dataset,POST_02871,TikTok,2025-08-21 12:29:00,2025-08-21,12,Thursday,Afternoon,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Duet,Education,Positive,Macro,5,185,TRUE,FALSE,201012,181195,17379,1186,3773,1826,2410,0.120212,0.011989
KG-POST_00047,aviral342/social-media-engagement-dataset,POST_00047,X/Twitter,2025-08-21 13:57:00,2025-08-21,13,Thursday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Technology,Negative,Macro,16,1452,TRUE,FALSE,31048,21926,3696,219,1306,491,510,0.183973,0.016426
KG-POST_01101,aviral342/social-media-engagement-dataset,POST_01101,Instagram,2025-08-21 18:46:00,2025-08-21,18,Thursday,Evening,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Carousel,Business,Negative,Macro,10,1389,TRUE,FALSE,6718,5359,6397,481,150,389,87,1.104049,0.012950
KG-POST_00253,aviral342/social-media-engagement-dataset,POST_00253,TikTok,2025-08-21 22:01:00,2025-08-21,22,Thursday,Late Night,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Video,Technology,Positive,Mid-tier,15,202,FALSE,FALSE,91569,57091,23565,245,2229,2885,954,0.315871,0.010418
KG-POST_03383,aviral342/social-media-engagement-dataset,POST_03383,Instagram,2025-08-21 23:24:00,2025-08-21,23,Thursday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Sports,Positive,Macro,15,370,TRUE,TRUE,42661,25669,5604,111,9,251,710,0.140058,0.016643
KG-POST_01995,aviral342/social-media-engagement-dataset,POST_01995,TikTok,2025-08-22 01:44:00,2025-08-22,1,Friday,Late Night,ORG-TIKTOK,Organic / Always On,Organic,Duet,Health,Positive,Macro,12,397,TRUE,FALSE,358807,318274,1244,1989,2719,2918,3706,0.024721,0.010329
KG-POST_01737,aviral342/social-media-engagement-dataset,POST_01737,X/Twitter,2025-08-22 09:29:00,2025-08-22,9,Friday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Fashion,Positive,Macro,20,890,TRUE,TRUE,43078,31869,2793,62,1391,334,796,0.106319,0.018478
KG-POST_04143,aviral342/social-media-engagement-dataset,POST_04143,Instagram,2025-08-22 14:24:00,2025-08-22,14,Friday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Travel,Positive,Mid-tier,21,453,TRUE,FALSE,27123,21626,9777,178,53,299,416,0.380010,0.015338
KG-POST_03009,aviral342/social-media-engagement-dataset,POST_03009,LinkedIn,2025-08-22 15:03:00,2025-08-22,15,Friday,Afternoon,CMP-2025-LINKEDIN-09,2025 Back to School Offer,Paid,Article,Business,Neutral,Macro,18,1845,TRUE,FALSE,19315,12947,337,41,179,236,526,0.041056,0.027233
KG-POST_01890,aviral342/social-media-engagement-dataset,POST_01890,YouTube,2025-08-22 15:59:00,2025-08-22,15,Friday,Afternoon,ORG-YOUTUBE,Organic / Always On,Organic,Community Post,Sports,Neutral,Macro,19,1767,TRUE,TRUE,96341,60560,14186,101,290,4664,1978,0.199718,0.020531
KG-POST_00565,aviral342/social-media-engagement-dataset,POST_00565,X/Twitter,2025-08-22 17:45:00,2025-08-22,17,Friday,Evening,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Fitness,Neutral,Macro,8,575,TRUE,TRUE,49408,36532,2757,28,1148,312,699,0.085917,0.014148
KG-POST_02589,aviral342/social-media-engagement-dataset,POST_02589,Instagram,2025-08-22 22:34:00,2025-08-22,22,Friday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Gaming,Negative,Macro,16,1851,TRUE,FALSE,29792,18607,1817,105,163,444,393,0.084889,0.013191
KG-POST_02192,aviral342/social-media-engagement-dataset,POST_02192,YouTube,2025-08-23 00:30:00,2025-08-23,0,Saturday,Late Night,CMP-2025-YOUTUBE-09,2025 Back to School Offer,Paid,Short,Sports,Positive,Macro,11,516,TRUE,TRUE,406255,313076,4714,186,1995,4221,8247,0.027362,0.020300
KG-POST_02174,aviral342/social-media-engagement-dataset,POST_02174,TikTok,2025-08-23 06:33:00,2025-08-23,6,Saturday,Morning,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Video,Fashion,Positive,Macro,6,227,TRUE,FALSE,396313,297430,39565,1083,2179,279,5163,0.108768,0.013028
KG-POST_00541,aviral342/social-media-engagement-dataset,POST_00541,YouTube,2025-08-23 06:52:00,2025-08-23,6,Saturday,Morning,ORG-YOUTUBE,Organic / Always On,Organic,Video,Food,Neutral,Macro,23,71,TRUE,FALSE,50966,32056,17477,582,1004,2214,1040,0.417474,0.020406
KG-POST_00954,aviral342/social-media-engagement-dataset,POST_00954,YouTube,2025-08-23 07:15:00,2025-08-23,7,Saturday,Morning,CMP-2025-YOUTUBE-09,2025 Back to School Offer,Paid,Video,Fitness,Neutral,Macro,26,576,TRUE,TRUE,23205,19121,2421,929,1262,3687,553,0.357638,0.023831
KG-POST_04568,aviral342/social-media-engagement-dataset,POST_04568,Instagram,2025-08-23 20:52:00,2025-08-23,20,Saturday,Evening,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Story,Health,Positive,Macro,11,1999,TRUE,FALSE,7574,6655,4068,207,12,668,94,0.654212,0.012411
KG-POST_03792,aviral342/social-media-engagement-dataset,POST_03792,Instagram,2025-08-23 21:06:00,2025-08-23,21,Saturday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Technology,Negative,Macro,10,236,TRUE,FALSE,5334,4748,3582,116,216,751,80,0.874578,0.014998
KG-POST_01153,aviral342/social-media-engagement-dataset,POST_01153,LinkedIn,2025-08-24 04:48:00,2025-08-24,4,Sunday,Late Night,ORG-LINKEDIN,Organic / Always On,Organic,Article,Food,Negative,Macro,13,398,TRUE,TRUE,17637,12278,125,88,319,44,324,0.032659,0.018370
KG-POST_00836,aviral342/social-media-engagement-dataset,POST_00836,X/Twitter,2025-08-24 05:49:00,2025-08-24,5,Sunday,Morning,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Thread,Fashion,Positive,Macro,12,969,TRUE,FALSE,98449,65229,1791,167,1727,56,1754,0.037999,0.017816
KG-POST_02274,aviral342/social-media-engagement-dataset,POST_02274,LinkedIn,2025-08-24 16:28:00,2025-08-24,16,Sunday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Article,Fashion,Positive,Macro,4,1921,TRUE,FALSE,10748,8886,1704,27,86,280,272,0.195106,0.025307
KG-POST_03148,aviral342/social-media-engagement-dataset,POST_03148,LinkedIn,2025-08-24 19:05:00,2025-08-24,19,Sunday,Evening,CMP-2025-LINKEDIN-09,2025 Back to School Offer,Paid,Document,Technology,Positive,Macro,29,1047,TRUE,FALSE,17686,10926,1734,44,435,193,572,0.136040,0.032342
KG-POST_01083,aviral342/social-media-engagement-dataset,POST_01083,X/Twitter,2025-08-24 23:42:00,2025-08-24,23,Sunday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Food,Positive,Macro,26,1880,TRUE,FALSE,1366,1091,2386,129,372,292,19,2.327233,0.013909
KG-POST_00525,aviral342/social-media-engagement-dataset,POST_00525,TikTok,2025-08-24 23:46:00,2025-08-24,23,Sunday,Late Night,ORG-TIKTOK,Organic / Always On,Organic,Duet,Technology,Positive,Macro,7,383,TRUE,TRUE,182561,124781,344,30,413,1036,2647,0.009986,0.014499
KG-POST_03318,aviral342/social-media-engagement-dataset,POST_03318,Instagram,2025-08-25 00:20:00,2025-08-25,0,Monday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Technology,Positive,Mid-tier,17,623,TRUE,FALSE,24574,18304,1539,300,288,346,439,0.100635,0.017864
KG-POST_01765,aviral342/social-media-engagement-dataset,POST_01765,Instagram,2025-08-25 09:10:00,2025-08-25,9,Monday,Morning,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Reel,Business,Positive,Macro,7,260,TRUE,FALSE,20136,12855,6691,92,204,821,335,0.387763,0.016637
KG-POST_01937,aviral342/social-media-engagement-dataset,POST_01937,X/Twitter,2025-08-25 17:47:00,2025-08-25,17,Monday,Evening,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Thread,Lifestyle,Positive,Macro,17,1373,TRUE,FALSE,62684,43628,161,146,796,446,708,0.024711,0.011295
KG-POST_02617,aviral342/social-media-engagement-dataset,POST_02617,X/Twitter,2025-08-25 21:30:00,2025-08-25,21,Monday,Evening,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Technology,Negative,Macro,13,1975,TRUE,FALSE,94639,77015,2625,17,1964,213,1322,0.050920,0.013969
KG-POST_01627,aviral342/social-media-engagement-dataset,POST_01627,Instagram,2025-08-26 07:35:00,2025-08-26,7,Tuesday,Morning,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Carousel,Lifestyle,Positive,Macro,26,779,TRUE,FALSE,22441,16097,4166,320,53,432,359,0.221514,0.015998
KG-POST_00012,aviral342/social-media-engagement-dataset,POST_00012,YouTube,2025-08-26 08:51:00,2025-08-26,8,Tuesday,Morning,CMP-2025-YOUTUBE-09,2025 Back to School Offer,Paid,Short,Health,Neutral,Macro,19,25,FALSE,TRUE,722243,512702,2310,904,491,185,9919,0.005386,0.013734
KG-POST_01776,aviral342/social-media-engagement-dataset,POST_01776,X/Twitter,2025-08-26 16:10:00,2025-08-26,16,Tuesday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Sports,Negative,Mid-tier,9,472,TRUE,FALSE,37498,28757,4888,243,1415,274,510,0.181876,0.013601
KG-POST_00334,aviral342/social-media-engagement-dataset,POST_00334,Instagram,2025-08-26 16:38:00,2025-08-26,16,Tuesday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Fashion,Neutral,Macro,28,148,TRUE,FALSE,38134,22420,8417,215,260,933,570,0.257644,0.014947
KG-POST_04562,aviral342/social-media-engagement-dataset,POST_04562,X/Twitter,2025-08-26 16:38:00,2025-08-26,16,Tuesday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Fitness,Neutral,Macro,27,1598,TRUE,FALSE,48112,34739,1080,245,47,18,626,0.028891,0.013011
KG-POST_02124,aviral342/social-media-engagement-dataset,POST_02124,X/Twitter,2025-08-26 23:58:00,2025-08-26,23,Tuesday,Late Night,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Poll,Fitness,Neutral,Macro,20,395,TRUE,FALSE,99737,83827,3310,144,1343,397,1863,0.052077,0.018679
KG-POST_03259,aviral342/social-media-engagement-dataset,POST_03259,X/Twitter,2025-08-27 03:47:00,2025-08-27,3,Wednesday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Food,Positive,Micro,11,1805,TRUE,FALSE,94518,74581,3179,105,835,467,1333,0.048520,0.014103
KG-POST_02089,aviral342/social-media-engagement-dataset,POST_02089,TikTok,2025-08-27 05:41:00,2025-08-27,5,Wednesday,Morning,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Stitch,Sports,Positive,Mid-tier,23,203,TRUE,FALSE,21350,16127,36105,155,1325,1622,266,1.836393,0.012459
KG-POST_02047,aviral342/social-media-engagement-dataset,POST_02047,Instagram,2025-08-27 06:58:00,2025-08-27,6,Wednesday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Fitness,Negative,Macro,10,1631,TRUE,FALSE,26166,21148,4501,322,88,868,270,0.220859,0.010319
KG-POST_00440,aviral342/social-media-engagement-dataset,POST_00440,Instagram,2025-08-27 10:55:00,2025-08-27,10,Wednesday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Gaming,Negative,Macro,23,985,TRUE,FALSE,28392,17035,5341,227,218,345,378,0.215941,0.013314
KG-POST_01827,aviral342/social-media-engagement-dataset,POST_01827,Instagram,2025-08-27 15:51:00,2025-08-27,15,Wednesday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Health,Positive,Macro,20,73,TRUE,TRUE,46532,37631,7516,252,298,973,600,0.194253,0.012894
KG-POST_03031,aviral342/social-media-engagement-dataset,POST_03031,Instagram,2025-08-28 04:58:00,2025-08-28,4,Thursday,Late Night,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Story,Gaming,Neutral,Micro,27,1128,TRUE,FALSE,13764,11867,5902,80,228,597,141,0.494551,0.010244
KG-POST_01455,aviral342/social-media-engagement-dataset,POST_01455,Instagram,2025-08-28 15:49:00,2025-08-28,15,Thursday,Afternoon,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Photo,Business,Positive,Macro,22,1957,TRUE,FALSE,9547,7343,77,140,242,963,177,0.148947,0.018540
KG-POST_02843,aviral342/social-media-engagement-dataset,POST_02843,YouTube,2025-08-28 23:09:00,2025-08-28,23,Thursday,Late Night,CMP-2025-YOUTUBE-09,2025 Back to School Offer,Paid,Short,Business,Positive,Macro,0,150,FALSE,TRUE,980424,599757,9545,136,402,3604,22686,0.013960,0.023139
KG-POST_01061,aviral342/social-media-engagement-dataset,POST_01061,TikTok,2025-08-28 23:58:00,2025-08-28,23,Thursday,Late Night,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Duet,Lifestyle,Neutral,Macro,1,476,TRUE,FALSE,135223,120665,27373,1799,1560,2507,1106,0.245809,0.008179
KG-POST_04446,aviral342/social-media-engagement-dataset,POST_04446,YouTube,2025-08-29 04:16:00,2025-08-29,4,Friday,Late Night,ORG-YOUTUBE,Organic / Always On,Organic,Live,Education,Negative,Macro,5,181,TRUE,TRUE,444318,369824,11590,65,982,3626,9166,0.036602,0.020629
KG-POST_02092,aviral342/social-media-engagement-dataset,POST_02092,YouTube,2025-08-29 05:08:00,2025-08-29,5,Friday,Morning,ORG-YOUTUBE,Organic / Always On,Organic,Short,Fashion,Neutral,Micro,25,594,TRUE,FALSE,46420,32282,12046,57,127,155,746,0.266803,0.016071
KG-POST_04309,aviral342/social-media-engagement-dataset,POST_04309,TikTok,2025-08-29 06:47:00,2025-08-29,6,Friday,Morning,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Duet,Entertainment,Negative,Macro,28,111,TRUE,FALSE,496578,410573,13993,1516,2779,820,3838,0.038479,0.007729
KG-POST_01538,aviral342/social-media-engagement-dataset,POST_01538,LinkedIn,2025-08-29 10:51:00,2025-08-29,10,Friday,Morning,ORG-LINKEDIN,Organic / Always On,Organic,Document,Technology,Positive,Macro,18,1449,TRUE,FALSE,15696,13667,1110,56,113,174,522,0.092571,0.033257
KG-POST_00848,aviral342/social-media-engagement-dataset,POST_00848,YouTube,2025-08-29 18:09:00,2025-08-29,18,Friday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Community Post,Health,Positive,Macro,18,1864,FALSE,FALSE,877882,724920,18885,294,429,2844,13045,0.025575,0.014860
KG-POST_03002,aviral342/social-media-engagement-dataset,POST_03002,TikTok,2025-08-29 18:20:00,2025-08-29,18,Friday,Evening,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Duet,Business,Neutral,Nano,6,284,TRUE,TRUE,142702,100945,30501,773,2329,2551,1460,0.253353,0.010231
KG-POST_04903,aviral342/social-media-engagement-dataset,POST_04903,Instagram,2025-08-30 04:01:00,2025-08-30,4,Saturday,Late Night,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Reel,Fitness,Neutral,Macro,7,384,FALSE,FALSE,28733,22891,4042,455,283,737,461,0.192009,0.016044
KG-POST_04378,aviral342/social-media-engagement-dataset,POST_04378,TikTok,2025-08-30 05:24:00,2025-08-30,5,Saturday,Morning,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Stitch,Business,Positive,Macro,7,153,FALSE,FALSE,450014,331429,11019,970,3355,645,6839,0.035530,0.015197
KG-POST_03904,aviral342/social-media-engagement-dataset,POST_03904,X/Twitter,2025-08-30 06:57:00,2025-08-30,6,Saturday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Technology,Positive,Macro,27,148,FALSE,TRUE,90976,82695,1790,281,1357,110,2070,0.038889,0.022753
KG-POST_02935,aviral342/social-media-engagement-dataset,POST_02935,LinkedIn,2025-08-30 07:31:00,2025-08-30,7,Saturday,Morning,ORG-LINKEDIN,Organic / Always On,Organic,Article,Travel,Positive,Macro,29,854,TRUE,FALSE,12944,7788,824,98,407,166,307,0.115498,0.023718
KG-POST_01362,aviral342/social-media-engagement-dataset,POST_01362,Instagram,2025-08-30 07:33:00,2025-08-30,7,Saturday,Morning,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Reel,Education,Positive,Nano,11,356,TRUE,FALSE,8815,8065,8822,313,225,957,132,1.170391,0.014974
KG-POST_02974,aviral342/social-media-engagement-dataset,POST_02974,LinkedIn,2025-08-30 09:26:00,2025-08-30,9,Saturday,Morning,ORG-LINKEDIN,Organic / Always On,Organic,Document,Sports,Positive,Mid-tier,1,1205,FALSE,FALSE,12747,11029,276,25,444,159,291,0.070919,0.022829
KG-POST_01781,aviral342/social-media-engagement-dataset,POST_01781,Instagram,2025-08-31 01:42:00,2025-08-31,1,Sunday,Late Night,CMP-2025-INSTAGRAM-09,2025 Back to School Offer,Paid,Photo,Fitness,Positive,Macro,24,594,TRUE,FALSE,6114,5618,6608,116,292,109,78,1.165358,0.012758
KG-POST_02706,aviral342/social-media-engagement-dataset,POST_02706,TikTok,2025-08-31 02:21:00,2025-08-31,2,Sunday,Late Night,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Stitch,Education,Neutral,Macro,1,451,TRUE,FALSE,345047,220440,41863,669,2386,1526,3442,0.134602,0.009975
KG-POST_04445,aviral342/social-media-engagement-dataset,POST_04445,X/Twitter,2025-08-31 12:30:00,2025-08-31,12,Sunday,Afternoon,CMP-2025-X_TWITTER-09,2025 Back to School Offer,Paid,Retweet,Business,Positive,Macro,26,1996,TRUE,FALSE,83112,54051,2149,17,905,215,1336,0.039537,0.016075
KG-POST_03512,aviral342/social-media-engagement-dataset,POST_03512,Instagram,2025-08-31 21:00:00,2025-08-31,21,Sunday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Technology,Neutral,Macro,13,1624,TRUE,TRUE,23463,18600,1999,85,145,17,325,0.095725,0.013852
KG-POST_03424,aviral342/social-media-engagement-dataset,POST_03424,Instagram,2025-08-31 21:26:00,2025-08-31,21,Sunday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Education,Positive,Macro,18,1945,TRUE,TRUE,7317,6100,8935,163,288,272,103,1.319940,0.014077
KG-POST_04860,aviral342/social-media-engagement-dataset,POST_04860,TikTok,2025-09-01 05:34:00,2025-09-01,5,Monday,Morning,CMP-2025-TIKTOK-09,2025 Back to School Offer,Paid,Duet,Travel,Neutral,Micro,23,564,TRUE,FALSE,175927,112568,47929,1925,2456,1854,2238,0.307878,0.012721
KG-POST_02466,aviral342/social-media-engagement-dataset,POST_02466,Instagram,2025-09-01 18:32:00,2025-09-01,18,Monday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Entertainment,Neutral,Macro,1,292,FALSE,FALSE,15060,8903,2937,439,27,455,195,0.256175,0.012948
